c 50.000000 50.000000
n 63.855942 71.418983
n 81.518089 32.021187
n 24.858875 50.976234
n 64.029305 64.486107
n 38.801186 58.264671
n 66.947556 9.281080
n 73.753357 46.629005
n 15.721239 56.377796
n 48.906109 31.666197
n 29.720083 45.141750
n 15.775874 76.895882
n 36.275650 91.870483
n 90.009689 29.864614
n 43.620068 57.760838
n 43.977520 76.351479
n 37.201668 46.035748
n 54.417358 27.207569
n 67.710823 54.557678
n 16.864328 41.083515
n 16.140551 60.707516
n 85.922142 49.743359
n 48.147869 29.552486
n 30.027573 32.126270
n 26.813095 61.499397
n 88.537216 47.184254
n 57.317509 97.590218
n 92.161087 77.220245
n 53.668915 67.194641
n 43.209667 61.796860
n 16.659878 23.445854
n 53.635094 52.218391
n 50.390678 39.840641
n 64.794388 42.608627
n 21.880743 45.615574
n 62.687214 43.559250
n 14.209052 65.985550
n 79.002792 55.702930
n 39.246540 76.237686
n 45.318928 29.572483
n 25.431698 13.484080
n 79.270805 11.085587
n 10.192658 74.192520
n 25.467455 45.194759
n 87.343826 70.562309
n 26.956982 23.690876
n 58.235012 84.328735
n 74.436455 37.796375
n 81.003395 82.983498
n 72.812592 30.043938
n 41.418499 73.049049
n 42.185024 16.791576
n 68.126633 85.483337
n 10.880330 81.501534
n 69.792137 57.816380
n 42.554703 44.372574
n 45.824368 20.882502
n 44.462360 87.182869
n 38.181835 83.240639
n 25.198532 64.715874
n 22.388414 37.481804
n 29.603420 58.376171
n 0.214361 49.964314
n 46.819374 62.554424
n 66.970528 71.810745
n 40.808689 6.980935
n 85.962036 28.248100
n 11.747918 26.320395
n 21.589596 64.121414
n 77.653328 48.028091
n 61.324413 73.587860
n 47.771202 27.466633
n 46.776417 71.072739
n 63.578594 96.221489
n 75.741615 17.615498
n 67.822838 43.551510
n 78.999344 39.336475
n 47.820244 46.963280
n 49.494598 22.560295
n 62.349400 46.261692
n 89.557335 65.264946
n 73.333809 7.272301
n 79.775322 61.480843
n 34.937366 81.218842
n 53.201305 91.714622
n 8.934312 51.137051
n 28.518545 41.875835
n 22.553110 5.463901
n 64.943115 6.598927
n 9.473977 29.945087
n 30.386259 39.642651
n 38.162548 25.722839
n 39.702133 68.812431
n 28.386471 48.399349
n 34.880119 96.633659
n 78.200211 83.161148
n 22.669670 54.145306
n 57.671589 69.625099
n 22.100052 18.099333
n 76.124718 107.132950
n 69.962700 54.736771
c 50.000000 50.000000
n 63.459976 70.501167
n 82.206261 32.746361
n 23.972721 50.512749
n 63.994209 65.485558
n 38.199631 59.063488
n 66.721725 8.306902
n 72.949219 47.223335
n 15.061487 57.129292
n 48.965614 32.664501
n 29.278341 44.244534
n 15.891364 77.889229
n 35.610367 92.617401
n 91.000748 30.000227
n 43.264893 56.825867
n 43.019268 76.065376
n 38.156872 46.331760
n 53.461777 26.912884
n 67.416298 55.513252
n 16.086702 41.712177
n 15.145105 60.803265
n 86.083038 48.804390
n 49.129772 29.741886
n 29.213516 31.545443
n 25.822800 61.638252
n 87.754120 47.586548
n 57.278980 98.589668
n 93.155960 77.115723
n 53.194389 68.075081
n 42.219368 61.658775
n 17.514179 23.965797
n 54.629204 52.326733
n 51.351604 40.117947
n 64.876045 41.611851
n 21.523878 46.549793
n 62.067711 42.774185
n 14.987441 66.613449
n 78.003342 55.723148
n 39.687901 77.134903
n 46.218433 29.135700
n 25.695866 12.519629
n 78.656639 11.874943
n 9.944036 75.161453
n 24.951899 44.337978
n 88.164749 69.991631
n 26.152462 23.096928
n 59.167706 83.967865
n 75.120811 37.067387
n 80.180946 82.415108
n 72.051941 30.693581
n 40.420574 72.983437
n 42.095379 17.787594
n 69.096329 85.726715
n 11.712888 80.947639
n 69.108543 58.546131
n 42.378853 45.357147
n 45.151455 20.142832
n 45.025410 88.009132
n 37.501675 83.973824
n 24.388863 65.302574
n 22.952799 38.307304
n 28.878437 57.687237
n 0.762383 49.127750
n 46.740013 63.551205
n 66.985023 70.810532
n 40.808689 5.980912
n 85.937622 27.248459
n 12.614999 26.818594
n 21.930248 63.181137
n 78.653542 48.027328
n 60.337170 73.747314
n 48.587978 27.369614
n 46.136692 71.841019
n 63.889111 97.172112
n 74.745979 17.526043
n 68.310379 44.424683
n 79.201523 40.315708
n 46.824989 47.059044
n 49.082230 21.649345
n 61.627102 46.953316
n 90.074608 66.120964
n 74.062416 7.956992
n 80.259789 62.355553
n 35.019764 82.215240
n 53.551495 90.777733
n 9.753518 50.563702
n 27.978575 41.034313
n 21.814966 4.789320
n 64.264862 5.863883
n 10.414491 30.284977
n 29.414083 39.408428
n 37.169964 25.844910
n 39.252762 69.705833
n 27.720997 49.145885
n 35.279137 95.716606
n 78.007187 82.180008
n 22.562286 55.139416
n 58.342976 70.365913
n 22.939285 18.643309
n 76.809837 107.861557
n 70.161980 54.691792
c 50.000000 50.000000
n 63.064011 69.583351
n 82.894432 33.471535
n 23.086567 50.049263
n 63.959114 66.485008
n 37.978458 59.471561
n 66.495895 7.332724
n 72.145081 47.817665
n 14.401735 57.880787
n 49.025124 33.662807
n 28.836599 43.347317
n 16.006849 78.882576
n 35.129810 92.833626
n 91.991806 30.135839
n 43.102390 55.948151
n 42.061016 75.779274
n 38.749157 46.469982
n 52.506195 26.618198
n 66.773315 55.767761
n 15.308991 42.340839
n 14.149660 60.899014
n 85.236938 48.270714
n 50.111675 29.931286
n 28.399460 30.964655
n 24.832504 61.777107
n 88.595642 47.046768
n 57.240452 99.589119
n 94.150833 77.011200
n 52.719852 68.955513
n 41.633186 61.599480
n 18.368481 24.485741
n 55.623314 52.435070
n 51.953541 40.603073
n 64.741905 40.974407
n 21.167013 47.484013
n 61.448418 41.989120
n 15.765830 67.241348
n 77.003891 55.743366
n 40.129261 78.032120
n 47.117939 28.698917
n 25.960033 11.555179
n 78.042473 12.664299
n 9.695413 76.130386
n 24.436342 43.481197
n 88.985672 69.420952
n 25.347942 22.502979
n 60.100399 83.606995
n 75.805168 36.338398
n 80.052719 82.884659
n 71.291290 31.343224
n 39.422649 72.917824
n 42.005733 18.783611
n 70.066025 85.970093
n 12.545445 80.393745
n 68.424950 59.275883
n 42.763569 46.063389
n 44.478542 19.403162
n 45.588459 88.835396
n 36.821514 84.707008
n 23.579193 65.889275
n 23.517183 39.132805
n 28.153454 56.998302
n 1.310403 48.291187
n 46.660667 64.548195
n 66.999519 69.810318
n 40.808689 4.980889
n 85.913208 26.248817
n 13.482080 27.316793
n 22.270901 62.240814
n 79.653755 48.026566
n 59.349926 73.906769
n 49.321163 26.689453
n 45.496967 72.609299
n 64.199623 98.122734
n 73.750343 17.436588
n 68.797592 45.297867
n 79.403702 41.294941
n 45.829735 47.154793
n 48.669861 20.738396
n 60.904747 47.644920
n 90.591881 66.976982
n 74.791023 8.641638
n 80.744255 63.230263
n 35.102161 83.211639
n 53.901684 89.840843
n 10.572724 49.990353
n 28.512344 40.460384
n 21.076822 4.114738
n 63.586842 5.128839
n 11.355004 30.624866
n 29.538107 38.666790
n 36.177380 25.966980
n 38.803391 70.599236
n 27.055523 49.892422
n 35.696384 95.366135
n 77.814163 81.198868
n 22.454903 56.133526
n 59.014362 71.106728
n 23.778519 19.187284
n 77.494957 108.590164
n 71.111839 54.380131
c 50.000000 50.000000
n 62.762909 68.663651
n 83.582603 34.196709
n 22.340302 49.769218
n 64.134178 67.167641
n 38.763905 58.852818
n 66.270065 6.358545
n 71.340942 48.411995
n 13.741983 58.632282
n 49.084633 34.661114
n 28.394857 42.450100
n 16.122244 79.875923
n 35.058094 91.836464
n 92.982864 30.271452
n 43.859608 55.295074
n 41.102764 75.493172
n 38.776302 46.443726
n 51.680225 26.170942
n 65.828033 55.442749
n 14.531270 42.969501
n 13.154215 60.994762
n 84.390839 47.737038
n 50.868980 30.480440
n 28.713243 31.861217
n 24.936996 62.062366
n 89.437164 46.506989
n 57.201923 100.588570
n 95.145706 76.906677
n 52.463192 68.666817
n 42.266426 62.373482
n 19.222782 25.005684
n 55.903156 52.599586
n 51.756523 41.384052
n 63.888939 41.496639
n 20.782125 48.183453
n 60.803848 41.478699
n 16.544220 67.869247
n 76.004440 55.763584
n 40.570621 78.929337
n 48.017445 28.262135
n 26.224201 10.590728
n 77.428307 13.453655
n 9.446790 77.099319
n 23.920786 42.624416
n 89.441589 69.278481
n 24.543423 21.909031
n 61.033092 83.246124
n 76.489525 35.609409
n 80.262527 83.862747
n 70.530640 31.992867
n 39.648205 72.972008
n 41.916088 19.779629
n 71.035721 86.213470
n 13.378003 79.839851
n 67.741356 60.005634
n 43.642094 46.541370
n 43.805630 18.663492
n 46.151508 89.661659
n 36.141354 85.440193
n 22.769524 66.475975
n 24.081568 39.958305
n 27.428471 56.309368
n 1.858420 47.454624
n 46.581322 65.545357
n 67.014015 68.810104
n 40.808689 3.980867
n 85.888794 25.249176
n 14.349160 27.814993
n 21.924957 61.552990
n 80.653969 48.025803
n 58.362682 74.066223
n 49.557514 26.135452
n 44.857243 73.377579
n 64.510139 99.073357
n 72.754707 17.347134
n 68.025017 45.614784
n 79.605881 42.274174
n 45.927662 47.541153
n 48.257492 19.827446
n 59.986389 47.942665
n 90.703293 67.430389
n 75.519630 9.326281
n 81.228722 64.105019
n 34.851536 83.034706
n 54.251873 88.903954
n 11.391931 49.417004
n 29.378090 39.959896
n 20.338678 3.440137
n 62.908970 4.393794
n 12.295518 30.964756
n 29.985571 37.772625
n 35.184795 26.089050
n 38.798473 70.347832
n 26.390049 50.638958
n 36.166355 96.248856
n 77.621140 80.217728
n 22.347519 57.127636
n 59.685749 71.847542
n 24.617752 19.731260
n 78.180077 109.318771
n 72.061699 54.068470
c 50.000000 50.000000
n 62.787323 67.664200
n 84.270775 34.921883
n 22.477440 50.759895
n 65.052757 66.772438
n 39.549351 58.234074
n 66.044235 5.384367
n 70.536804 49.006325
n 13.052929 59.193279
n 49.144142 35.659420
n 27.953115 41.552883
n 16.237638 80.869270
n 34.986378 90.839302
n 93.973923 30.407064
n 44.616825 54.641998
n 40.144512 75.207069
n 38.839924 46.349319
n 51.153416 25.320837
n 64.882751 55.117737
n 13.753549 43.598164
n 12.158770 61.090511
n 83.544739 47.203362
n 51.107319 31.379156
n 29.057329 32.800041
n 25.854622 62.459858
n 90.278687 45.967209
n 57.163395 101.588020
n 96.140579 76.802155
n 52.332348 67.675758
n 43.006294 62.252129
n 20.077084 25.525627
n 54.988010 52.196575
n 51.532349 42.054436
n 63.035973 42.018871
n 20.182264 47.383511
n 60.018784 42.097824
n 17.322609 68.497147
n 76.624847 55.680187
n 41.011982 79.826553
n 48.916950 27.825352
n 26.488369 9.626277
n 76.814140 14.243011
n 9.198167 78.068253
n 24.123259 42.499477
n 89.009766 70.180275
n 24.014166 22.490820
n 61.965786 82.885254
n 77.173882 34.880421
n 80.472336 84.840836
n 69.769989 32.642509
n 40.639645 73.101707
n 41.826443 20.775646
n 72.005417 86.456848
n 14.210561 79.285957
n 67.057762 60.735386
n 43.912045 46.676048
n 43.132717 17.923822
n 46.714558 90.487923
n 35.461193 86.173378
n 21.959854 67.062675
n 24.483309 39.837757
n 26.703487 55.620434
n 2.406446 46.618061
n 46.692249 65.249130
n 67.028511 67.809891
n 40.808689 2.980868
n 85.864380 24.249535
n 15.216241 28.313192
n 21.067032 61.039150
n 81.654182 48.025040
n 57.375439 74.225677
n 48.647793 25.767651
n 44.217518 74.145859
n 64.820656 100.023979
n 71.759071 17.257679
n 67.053032 45.851295
n 79.808060 43.253407
n 45.635994 47.689949
n 47.845123 18.916496
n 59.006775 48.144463
n 89.838882 66.927612
n 76.248238 10.010923
n 81.713188 64.980110
n 34.397205 82.143593
n 54.602062 87.967064
n 12.211137 48.843655
n 30.243835 39.459408
n 19.600534 2.765531
n 62.231098 3.658738
n 13.236032 31.304646
n 30.433035 36.878460
n 34.192211 26.211121
n 39.067410 69.385002
n 25.724575 51.385494
n 36.636326 97.131577
n 77.428116 79.236588
n 22.240135 58.121746
n 60.357136 72.588356
n 24.064432 20.177608
n 78.865196 110.047379
n 73.011559 53.756809
c 50.000000 50.000000
n 62.811737 66.664749
n 84.958946 35.647057
n 22.614578 51.750572
n 64.977875 67.406265
n 40.334797 57.615330
n 65.818405 4.410189
n 69.826042 49.148472
n 12.197769 58.674862
n 49.235386 35.778076
n 27.511374 40.655666
n 16.353033 81.862617
n 34.914661 89.842140
n 94.964981 30.542677
n 45.374043 53.988922
n 39.186260 74.920967
n 38.839439 46.349983
n 50.626606 24.470732
n 63.937443 54.792725
n 12.975827 44.226826
n 11.163324 61.186260
n 84.080597 47.911179
n 51.047810 32.377460
n 29.401415 33.738838
n 26.772247 62.857349
n 91.120209 45.427429
n 57.124866 102.587471
n 97.135452 76.697632
n 52.201504 66.684700
n 43.803566 61.648643
n 20.931385 26.045570
n 54.072865 51.793568
n 51.343140 43.036339
n 62.183006 42.541103
n 19.582403 46.583569
n 59.233719 42.716949
n 18.100998 69.125046
n 77.618958 55.572613
n 41.453342 80.723770
n 49.816456 27.388569
n 26.752537 8.661826
n 76.199974 15.032368
n 8.949544 79.037186
n 24.973745 43.025524
n 88.577942 71.082069
n 23.537710 23.370108
n 62.898479 82.524384
n 77.858238 34.151432
n 80.682144 85.818924
n 69.009338 33.292152
n 41.631084 73.231407
n 41.736797 21.771664
n 72.975113 86.700226
n 15.043118 78.732063
n 66.364540 61.389156
n 43.957214 46.660805
n 42.459805 17.184153
n 47.277607 91.314186
n 34.781033 86.906563
n 21.150185 67.649376
n 24.756632 38.875690
n 25.978504 54.931499
n 2.954474 45.781498
n 46.904346 64.271805
n 67.786133 67.402863
n 40.808689 1.980869
n 85.839966 23.249893
n 15.962688 28.305252
n 20.209106 60.525311
n 81.119026 48.768349
n 56.388195 74.385132
n 47.783001 25.265636
n 43.577793 74.914139
n 65.131172 100.974602
n 70.763435 17.168224
n 66.081047 46.087807
n 80.010239 44.232639
n 45.630234 47.756706
n 47.432755 18.005547
n 58.027161 48.346260
n 88.974472 66.424835
n 76.976845 10.695566
n 82.197655 65.855202
n 33.942875 81.252480
n 54.952251 87.030174
n 13.030343 48.270306
n 31.109581 38.958920
n 18.862391 2.090926
n 61.553226 2.923670
n 14.176545 31.644535
n 30.880499 35.984295
n 33.199627 26.333191
n 39.336346 68.422173
n 25.059101 52.132030
n 37.106297 98.014297
n 77.235092 78.255447
n 22.132751 59.115856
n 61.028522 73.329170
n 23.164164 20.613056
n 79.550316 110.775986
n 73.961418 53.445148
c 50.000000 50.000000
n 62.836151 65.665298
n 85.647118 36.372231
n 22.535236 52.711086
n 64.621582 68.340866
n 41.120243 56.996586
n 65.592575 3.436010
n 68.941483 49.007706
n 11.342609 58.156445
n 49.333931 35.852962
n 27.069632 39.758450
n 16.468428 82.855965
n 34.790493 89.667694
n 95.956039 30.678289
n 46.131260 53.335846
n 38.228008 74.634865
n 38.893723 46.280029
n 50.099796 23.620626
n 62.991779 54.467712
n 12.198106 44.855488
n 10.167879 61.282009
n 84.697815 48.698151
n 50.988300 33.375767
n 29.215752 34.003906
n 27.689873 63.254841
n 91.961731 44.887650
n 57.086338 103.586922
n 98.130325 76.593109
n 52.070660 65.693642
n 44.600838 61.045158
n 21.785686 26.565514
n 53.501244 51.072887
n 51.448704 43.871006
n 61.330040 43.063335
n 18.982542 45.783627
n 58.448654 43.336075
n 18.879387 69.752945
n 78.613068 55.465038
n 41.894703 81.620987
n 50.715961 26.951786
n 27.016705 7.697375
n 75.585808 15.821724
n 8.700921 80.006119
n 25.824232 43.551571
n 88.146118 71.983864
n 23.061255 24.249395
n 63.831173 82.163513
n 78.542595 33.422443
n 80.891953 86.797012
n 68.248688 33.941795
n 42.622524 73.361107
n 41.647152 22.767681
n 73.944809 86.943604
n 15.875676 78.178169
n 65.520729 60.852047
n 44.014542 46.634338
n 41.786892 16.444483
n 47.840656 92.140450
n 34.495380 86.945389
n 20.340515 68.236076
n 25.029955 37.913624
n 25.742620 54.378365
n 3.502503 44.944935
n 47.116444 63.294479
n 68.753540 67.150330
n 40.808689 0.980870
n 85.815552 22.250252
n 16.530315 27.481850
n 19.351181 60.011471
n 80.507149 49.559135
n 56.199879 74.322044
n 46.918209 24.763622
n 42.938068 75.682419
n 65.441689 101.925224
n 69.767799 17.078770
n 65.109062 46.324318
n 80.212418 45.211872
n 45.640514 47.798904
n 47.020386 17.094597
n 57.047546 48.548058
n 88.110062 65.922058
n 77.705452 11.380209
n 82.682121 66.730293
n 33.488544 80.361366
n 55.302441 86.093285
n 13.849549 47.696957
n 31.975327 38.458431
n 18.124247 1.416321
n 60.875355 2.188602
n 15.117059 31.984425
n 31.519272 35.282669
n 32.207043 26.455261
n 39.605282 67.459343
n 24.732790 52.296062
n 37.576267 98.897018
n 77.042068 77.274307
n 22.025368 60.109966
n 61.699909 74.069984
n 22.263895 21.048504
n 80.235435 111.504593
n 74.802071 53.326984
c 50.000000 50.000000
n 62.201000 65.405014
n 85.511574 35.764797
n 22.157963 53.637295
n 64.265289 69.275467
n 41.905689 56.377842
n 65.366745 2.461832
n 68.336983 49.001827
n 10.487450 57.638027
n 49.480659 35.987881
n 26.627890 38.861233
n 16.583822 83.849312
n 34.588696 90.647308
n 96.947098 30.813902
n 46.888477 52.682770
n 37.269756 74.348763
n 38.945080 46.208149
n 49.572987 22.770521
n 62.046116 54.142609
n 11.420384 45.484150
n 9.172434 61.377758
n 85.315033 49.485123
n 50.928791 34.374073
n 28.356873 33.491592
n 28.607498 63.652332
n 92.803253 44.347870
n 57.047810 104.586372
n 99.125198 76.488586
n 51.939816 64.702583
n 45.398109 60.441673
n 22.639988 27.085457
n 53.134403 50.142483
n 51.218693 44.844139
n 60.477074 43.585567
n 18.382681 44.983685
n 58.309395 43.422997
n 19.126528 70.666412
n 79.607178 55.357464
n 42.336063 82.518204
n 51.615467 26.515003
n 27.280872 6.732924
n 74.971642 16.611006
n 8.452298 80.975052
n 26.674719 44.077618
n 87.714294 72.885658
n 22.539928 25.021486
n 64.764175 81.802643
n 79.226952 32.693455
n 81.101761 87.775101
n 67.488037 34.591438
n 43.613964 73.490807
n 41.557507 23.763699
n 74.914505 87.186981
n 16.708233 77.624275
n 64.706352 60.289143
n 44.038078 46.656372
n 41.113979 15.704775
n 48.403706 92.966713
n 34.742191 85.976456
n 20.275730 67.426498
n 25.303278 36.951557
n 26.709265 54.122017
n 4.050532 44.108372
n 47.328541 62.317154
n 69.720947 66.897797
n 40.808689 -0.019130
n 85.791138 21.250610
n 17.097942 26.658447
n 18.493256 59.497631
n 79.895271 50.349922
n 57.126087 73.944389
n 46.053417 24.261608
n 42.298344 76.450699
n 65.752205 102.875847
n 68.772163 16.989315
n 64.137077 46.560829
n 80.414597 46.191105
n 45.601181 47.904053
n 46.608017 16.183647
n 56.067932 48.749855
n 87.245651 65.419281
n 78.434059 12.064852
n 83.166588 67.605385
n 33.034214 79.470253
n 55.652630 85.156395
n 14.668756 47.123608
n 32.841259 37.957943
n 17.386103 0.741718
n 60.197483 1.453542
n 16.057571 32.324314
n 32.383301 34.779129
n 31.214458 26.577332
n 39.071594 66.953720
n 24.531946 51.316448
n 38.046238 99.779739
n 76.849045 76.293167
n 21.917984 61.104076
n 62.371296 74.810799
n 21.363626 21.483952
n 80.920555 112.233200
n 75.370209 53.980225
c 50.000000 50.000000
n 61.210705 65.542702
n 85.175880 34.822948
n 21.780689 54.563503
n 63.908997 70.210068
n 42.691135 55.759098
n 65.140915 1.487654
n 68.277481 48.883980
n 9.632290 57.119610
n 49.643536 36.191929
n 26.186148 37.964016
n 16.699217 84.842659
n 34.386898 91.626923
n 97.938156 30.949514
n 47.622990 52.273674
n 36.311504 74.062660
n 39.003151 46.160118
n 49.046177 21.920416
n 61.598614 54.049736
n 10.642663 46.112812
n 8.176989 61.473507
n 85.932251 50.272095
n 50.788055 34.462345
n 27.497993 32.979279
n 29.323172 63.971561
n 93.644775 43.808090
n 57.009281 105.585823
n 100.120071 76.384064
n 51.808971 63.711411
n 46.195381 59.838188
n 23.494289 27.605400
n 52.872337 49.195007
n 51.312202 45.648132
n 60.159245 43.879250
n 17.782820 44.183743
n 58.226437 43.365189
n 19.314402 71.648315
n 80.601288 55.249889
n 42.777424 83.415421
n 52.514973 26.078220
n 27.545040 5.768474
n 74.357475 17.400267
n 8.203675 81.943985
n 27.525206 44.603664
n 87.282471 73.787453
n 21.560696 24.818926
n 65.697250 81.441772
n 79.911308 31.964466
n 81.311569 88.753189
n 66.727386 35.241081
n 44.605404 73.620506
n 41.467861 24.759716
n 75.884201 87.430359
n 17.540791 77.070381
n 63.886955 59.715794
n 44.097206 46.614059
n 40.441067 14.965010
n 48.966755 93.792976
n 34.989002 85.007523
n 20.296329 66.427048
n 25.576601 35.989491
n 27.675909 53.865669
n 4.598561 43.271809
n 47.540638 61.339828
n 69.661690 66.993568
n 40.808689 -1.019129
n 85.766724 20.250969
n 17.665569 25.835045
n 17.635330 58.983791
n 79.324310 50.973019
n 58.052296 73.566734
n 45.188625 23.759594
n 41.658619 77.218979
n 66.062721 103.826469
n 67.776527 16.899860
n 63.165421 46.797340
n 80.616776 47.170338
n 45.549553 47.989082
n 46.401844 15.413096
n 55.088318 48.951653
n 86.381241 64.916504
n 79.162666 12.749495
n 83.651054 68.480476
n 32.579884 78.579140
n 56.002819 84.219505
n 15.487962 46.550259
n 33.707195 37.457455
n 16.647959 0.067118
n 59.519611 0.718486
n 16.998085 32.664204
n 33.247330 34.275589
n 30.221874 26.699402
n 38.105713 66.694321
n 24.331102 50.336834
n 38.516209 100.662460
n 76.656021 75.312027
n 21.810600 62.098186
n 63.042683 75.551613
n 20.463358 21.919399
n 81.605675 112.961807
n 76.127831 54.551907
c 50.000000 50.000000
n 60.220409 65.680389
n 84.840187 33.881100
n 21.403416 55.489712
n 63.552704 71.144669
n 43.476582 55.140354
n 64.915085 0.513475
n 68.142151 48.718273
n 8.777130 56.601192
n 49.802277 36.478027
n 25.744406 37.066799
n 16.814611 85.836006
n 34.185101 92.606537
n 98.929214 31.085127
n 48.234600 52.926556
n 35.353252 73.776558
n 39.107918 46.067848
n 48.519367 21.070311
n 61.430332 54.124420
n 9.864942 46.741474
n 7.181583 61.569256
n 86.549469 51.059067
n 50.680523 34.538727
n 26.639114 32.466965
n 28.375219 63.653034
n 94.486298 43.268311
n 56.970753 106.585274
n 101.114944 76.279541
n 51.678127 62.719971
n 46.365669 59.599892
n 24.043596 27.223991
n 52.861752 48.921604
n 51.835602 45.129158
n 59.961853 44.075775
n 17.182959 43.383801
n 58.115631 43.306705
n 19.502275 72.630219
n 81.595398 55.142315
n 43.218784 84.312637
n 53.414478 25.641438
n 27.809208 4.804023
n 73.743309 18.189528
n 7.955052 82.912918
n 28.375692 45.129711
n 86.850647 74.689247
n 20.581463 24.616365
n 66.630325 81.080902
n 80.595665 31.235477
n 81.521378 89.731277
n 65.966736 35.890724
n 45.596844 73.750206
n 41.378216 25.755733
n 76.853897 87.673737
n 18.373348 76.516487
n 63.067558 59.142445
n 44.149090 46.630100
n 39.768154 14.225245
n 49.529804 94.619240
n 35.235813 84.038589
n 20.316929 65.427597
n 25.849924 35.027424
n 28.642553 53.609322
n 5.146590 42.435246
n 47.732124 61.074421
n 68.740822 67.382668
n 40.808689 -2.019128
n 85.742310 19.251328
n 18.233196 25.011642
n 16.777405 58.469952
n 78.922241 50.057491
n 58.978504 73.189079
n 45.269928 23.223450
n 41.018894 77.987259
n 66.373238 104.777092
n 66.780891 16.810406
n 62.193817 47.033852
n 80.818954 48.149570
n 45.423534 48.175995
n 47.400913 15.369323
n 54.865120 49.084461
n 85.516830 64.413727
n 79.891273 13.434137
n 84.135521 69.355568
n 32.125553 77.688026
n 56.353008 83.282616
n 16.307169 45.976910
n 34.573132 36.956966
n 15.909815 -0.607482
n 58.841740 -0.016571
n 17.938599 33.004093
n 34.111359 33.772049
n 29.229290 26.821472
n 37.139832 66.434921
n 24.130259 49.357220
n 38.986179 101.545181
n 76.259598 74.486252
n 21.703217 63.092297
n 63.714069 76.292427
n 19.563089 22.354847
n 82.290794 113.690414
n 76.770988 55.317516
c 50.000000 50.000000
n 59.395607 65.489029
n 84.504494 32.939251
n 21.026142 56.415920
