e 89.811699 72.266670 1
e 57.442799 44.647339 1
e 61.134281 87.876579 1
e 53.044296 42.153236 1
e 86.068443 60.522091 1
e 47.291378 42.506042 1
e 44.016636 47.329231 1
e 65.066841 39.278755 1
e 36.812408 60.904747 1
e 26.565727 78.820686 1
e 48.394234 37.022137 1
e 53.590317 74.530144 1
e 42.020092 47.365532 1
e 52.800697 44.707561 1
e 53.017738 46.425865 1
e 40.051117 47.234200 1
e 77.550621 73.585800 1
e 42.104462 48.818962 1
e 24.662985 29.035913 1
e 71.494736 67.465881 1
e 48.729694 57.920448 1
e 86.077522 96.186859 1
e 21.784573 74.396156 1
e 80.244514 52.255138 1
e 40.345284 38.349583 1
e 31.330011 88.571205 1
e 81.975670 52.060646 1
e 48.616028 53.497650 1
e 94.199532 20.405773 1
e 45.612820 35.868214 1
e 59.970860 40.115936 1
e 68.923729 47.597912 1
e 59.213428 21.340006 1
e 43.671333 12.691276 1
e 57.847084 37.709583 1
e 51.867741 46.929733 1
e 46.020416 4.182513 1
e 55.670795 31.573893 1
e 50.746372 56.211773 1
e 28.049868 29.487062 1
e 64.074074 56.542801 1
e 70.408226 19.354946 1
e 24.444937 57.792870 1
e 18.807331 62.275032 1
e 51.602062 35.722263 1
e 72.558952 63.793850 1
e 82.961021 95.128540 1
e 47.136597 80.546234 1
e 55.583607 75.958115 1
e 17.552542 47.599396 1
e 60.835960 52.746792 1
e 33.663326 56.983280 1
e 54.959690 62.149853 1
e 31.745417 62.191914 1
e 87.192558 37.004391 1
e 67.019623 49.719154 1
e 69.634239 46.797783 1
e 59.616020 48.878792 1
e 15.786966 30.117613 1
e 59.169807 58.186554 1
e 42.411674 54.579498 1
e 46.429096 67.462257 1
e 57.449440 52.633858 1
e 53.775383 15.284364 1
e 52.093185 32.108395 1
e 36.138283 16.436771 1
e 53.532936 40.747742 1
e 53.417709 35.801510 1
e 66.540245 21.434401 1
e 54.409946 7.988160 1
e 54.896431 13.582390 1
e 51.790989 70.679337 1
e 36.629482 33.462021 1
e 22.652683 70.469849 1
